brush,బ్రష్షు చేయు,brushes,బ్రష్ చేస్తాడు/చేస్తుంది,brushing,బ్రష్ చేస్తూ,brushed,బ్రష్ చేశాడు,brushed,బ్రష్ చేయబడి
build,నిర్మించు,builds,నిర్మిస్తాడు/నిర్మిస్తుంది,building,నిర్మిస్తూ,built,నిర్మించాడు,built,నిర్మించబడి
burn,"కాలిన గాయము, కాలుట",burns,కాల్చుతాడు/కాల్చుతుంది,burning,కాల్చుతూ,burnt,కాలిపోయింది,burnt,కాలిపోయి
burst,ప్రేలుట,bursts,పేలుస్తాడు/పేలుస్తుంది,bursting,పేలుస్తూ,burst,పేలింది,burst,పేలి
bury,"మట్టిలో కప్పిపెట్టు, దాయు",buries,పూడ్చిపెడతాడు/పూడ్చిపెడుతుంది,burying,పూడ్చిపెడుతూ,buried,పూడ్చిపెట్టాడు,buried,పూడ్చిపెట్టబడి
buy,కొనుగోలు,buys,కొంటాడు/కొంటుంది,buying,కొంటూ,bought,కొన్నాడు,bought,కొనబడి
buzz,శబ్దం చేయుట,buzzes,సందడి చేస్తుంది,buzzing,సందడి చేస్తూ,buzzed,సందడి చేసింది,buzzed,సందడి చేసి
calculate,లెక్కించు,calculates,లెక్కిస్తాడు/లెక్కిస్తుంది,calculating,లెక్కిస్తూ,calculated,లెక్కించాడు,calculated,లెక్కించబడి
call,పిలవడం,calls,పిలుస్తాడు/పిలుస్తుంది,calling,పిలుస్తూ,called,పిలిచాడు,called,పిలవబడి
canvass,ప్రచారం,canvasses,ప్రచారం చేస్తాడు/చేస్తుంది,canvassing,ప్రచారం చేస్తూ,canvassed,ప్రచారం చేశాడు,canvassed,ప్రచారం చేయబడి
capture,బంధించు,captures,పట్టుకుంటాడు/పట్టుకుంటుంది,capturing,పట్టుకుంటూ,captured,పట్టుకున్నాడు,captured,పట్టుకోబడి
caress,మెల్లగా ఆప్యాయంతో నిమురు,caresses,నిమురుతాడు/నిమురుతుంది,caressing,నిమురుతూ,caressed,నిమిరాడు,caressed,నిమరబడి
carry,తరలించు,carries,మోస్తాడు/మోస్తుంది,carrying,మోస్తూ,carried,మోశాడు,carried,మోయబడి
carve,ఆకారాలు చెక్కు,carves,చెక్కుతాడు/చెక్కుతుంది,carving,చెక్కుతూ,carved,చెక్కాడు,carved,చెక్కబడి
cash,"ఉపయోగించు కొనుట, డబ్బు చేసుకొనుట",cashes,నగదుగా మారుస్తాడు/మారుస్తుంది,cashing,నగదుగా మారుస్తూ,cashed,నగదుగా మార్చాడు,cashed,నగదుగా మార్చబడి
cast,పాత్రలు పోషించేవారు,casts,వేస్తాడు/వేస్తుంది,casting,వేస్తూ,cast,వేశాడు,cast,వేయబడి
catch,పట్టుకొను,catches,పట్టుకుంటాడు/పట్టుకుంటుంది,catching,పట్టుకుంటూ,caught,పట్టుకున్నాడు,caught,పట్టుకోబడి
cause,కారణమవు,causes,కారణమవుతాడు/కారణమవుతుంది,causing,కారణమవుతూ,caused,కారణమయ్యాడు,caused,కారణమై
cease,"ఆపు, నిలుపు",ceases,ఆపుతాడు/ఆపుతుంది,ceasing,ఆపుతూ,ceased,ఆగిపోయింది,ceased,ఆగిపోయి
celebrate,సంబరాలు చేసుకొను,celebrates,జరుపుకుంటాడు/జరుపుకుంటుంది,celebrating,జరుపుకుంటూ,celebrated,జరుపుకున్నాడు,celebrated,జరుపుకోబడి
challenge,సవాలు,challenges,సవాలు చేస్తాడు/చేస్తుంది,challenging,సవాలు చేస్తూ,challenged,సవాలు చేశాడు,challenged,సవాలు చేయబడి
change,మార్పు,changes,మారుస్తాడు/మారుస్తుంది,changing,మారుస్తూ,changed,మారాడు,changed,మారబడి
charge,శక్తిని నింపు,charges,ఆరోపిస్తాడు/ఆరోపిస్తుంది,charging,ఆరోపిస్తూ,charged,ఆరోపించాడు,charged,ఆరోపించబడి
chase,వెంబడించు,chases,వెంబడిస్తాడు/వెంబడిస్తుంది,chasing,వెంబడిస్తూ,chased,వెంబడించాడు,chased,వెంబడించబడి
chat,కబుర్లు చెప్పు,chats,కబుర్లు చెప్తాడు/చెప్తుంది,chatting,కబుర్లు చెప్తూ,chatted,కబుర్లు చెప్పాడు,chatted,కబుర్లు చెప్పి
check,తనిఖీ,checks,తనిఖీ చేస్తాడు/చేస్తుంది,checking,తనిఖీ చేస్తూ,checked,తనిఖీ చేశాడు,checked,తనిఖీ చేయబడి
cheer,ఉత్సాహంగా నినాదాలు చేయడం,cheers,ఉత్సాహపరుస్తాడు/ఉత్సాహపరుస్తుంది,cheering,ఉత్సాహపరుస్తూ,cheered,ఉత్సాహపరిచాడు,cheered,ఉత్సాహపరచబడి
chew,నమలటం,chews,నములుతాడు/నములుతుంది,chewing,నములుతూ,chewed,నమిలాడు,chewed,నమలబడి
choke,"అతి కష్టంపై అణచిపెట్టు, ఊపిరాడకుండా చేయు",chokes,ఊపిరాడకుండా చేస్తాడు/చేస్తుంది,choking,ఊపిరాడకుండా చేస్తూ,choked,ఊపిరాడలేదు,choked,ఊపిరాడక
choose,"ఎంచుకొను, ఎన్నుకొను",chooses,ఎంచుకుంటాడు/ఎంచుకుంటుంది,choosing,ఎంచుకుంటూ,chose,ఎంచుకున్నాడు,chosen,ఎంచుకోబడి
classify,వర్గాలుగా విభజించు,classifies,వర్గీకరిస్తాడు/వర్గీకరిస్తుంది,classifying,వర్గీకరిస్తూ,classified,వర్గీకరించాడు,classified,వర్గీకరించబడి
clean,శుభ్రమైన,cleans,శుభ్రం చేస్తాడు/చేస్తుంది,cleaning,శుభ్రం చేస్తూ,cleaned,శుభ్రం చేశాడు,cleaned,శుభ్రం చేయబడి
cleave,"రెండు చీలికలుగా చేయు, గాలిలో బాట వేసుకుని పోవు",cleaves,చీల్చుతాడు/చీల్చుతుంది,cleaving,చీల్చుతూ,clove/cleft,చీల్చాడు,cloven/cleft,చీల్చబడి
click,క్లిక్ మనే శబ్ధం,clicks,క్లిక్ చేస్తాడు/చేస్తుంది,clicking,క్లిక్ చేస్తూ,clicked,క్లిక్ చేశాడు,clicked,క్లిక్ చేయబడి
climb,కాళ్లు చేతులతో పైకి ఎక్కు,climbs,ఎక్కుతాడు/ఎక్కుతుంది,climbing,ఎక్కుతూ,climbed,ఎక్కాడు,climbed,ఎక్కబడి
cling,"వ్రేలాడటం, వ్రేలాడటం ద్వారా అంటిపెట్టుకుని యుండు",clings,అతుక్కుంటాడు/అతుక్కుంటుంది,clinging,అతుక్కుంటూ,clung,అతుక్కున్నాడు,clung,అతుక్కుని
close,"దగ్గరగా, సమీపంలో, మూసి వేయుట",closes,మూసివేస్తాడు/మూసివేస్తుంది,closing,మూసివేస్తూ,closed,మూసివేశాడు,closed,మూసివేయబడి
clothe,దుస్తులు ధరింపజేయు,clothes,బట్టలు వేస్తాడు/వేస్తుంది,clothing,బట్టలు వేస్తూ,clad,ధరించాడు,clad,ధరించి
clutch,"పంజా విసురు, గట్టి పట్టు",clutches,గట్టిగా పట్టుకుంటాడు/పట్టుకుంటుంది,clutching,గట్టిగా పట్టుకుంటూ,clutched,గట్టిగా పట్టుకున్నాడు,clutched,గట్టిగా పట్టుకొని
collapse,ముక్కలై పోవడం,collapses,కూలిపోతాడు/కూలిపోతుంది,collapsing,కూలిపోతూ,collapsed,కూలిపోయాడు,collapsed,కూలిపోయి
collect,వసూలు చేయు,collects,సేకరిస్తాడు/సేకరిస్తుంది,collecting,సేకరిస్తూ,collected,సేకరించాడు,collected,సేకరించబడి
colour,రంగు వేయుట,colours,రంగు వేస్తాడు/వేస్తుంది,colouring,రంగు వేస్తూ,coloured,రంగు వేశాడు,coloured,రంగు వేయబడి
come,"వచ్చు, పొందు",comes,వస్తాడు/వస్తుంది,coming,వస్తూ,came,వచ్చాడు,come,వచ్చి
comment,"వ్యాఖ్య, అభిప్రాయం",comments,వ్యాఖ్యానిస్తాడు/వ్యాఖ్యానిస్తుంది,commenting,వ్యాఖ్యానిస్తూ,commented,వ్యాఖ్యానించాడు,commented,వ్యాఖ్యానించబడి
compare,పోల్చి చూసుకొను,compares,పోలుస్తాడు/పోలుస్తుంది,comparing,పోలుస్తూ,compared,పోల్చాడు,compared,పోల్చబడి
compel,"ఆదేశించు, బలవంతపెట్టు",compels,బలవంతం చేస్తాడు/చేస్తుంది,compelling,బలవంతం చేస్తూ,compelled,బలవంతం చేశాడు,compelled,బలవంతం చేయబడి
compete,పోటీపడు,competes,పోటీ పడతాడు/పడుతుంది,competing,పోటీ పడుతూ,competed,పోటీ పడ్డాడు,competed,పోటీ పడి
complain,ఫిర్యాదు చేయు,complains,ఫిర్యాదు చేస్తాడు/చేస్తుంది,complaining,ఫిర్యాదు చేస్తూ,complained,ఫిర్యాదు చేశాడు,complained,ఫిర్యాదు చేయబడి
complete,పూర్తి చేయబడు,completes,పూర్తి చేస్తాడు/చేస్తుంది,completing,పూర్తి చేస్తూ,completed,పూర్తి చేశాడు,completed,పూర్తి చేయబడి
conclude,"ముగించు, పూర్తి చేయు",concludes,ముగిస్తాడు/ముగిస్తుంది,concluding,ముగిస్తూ,concluded,ముగించాడు,concluded,ముగించబడి
conduct,నిర్వహించడం,conducts,నిర్వహిస్తాడు/నిర్వహిస్తుంది,conducting,నిర్వహిస్తూ,conducted,నిర్వహించాడు,conducted,నిర్వహించబడి
confess,"నేరం ఒప్పుకొను, చేసిన పాపాలను అంగీకరించు",confesses,ఒప్పుకుంటాడు/ఒప్పుకుంటుంది,confessing,ఒప్పుకుంటూ,confessed,ఒప్పుకున్నాడు,confessed,ఒప్పుకొని
confine,హద్దులలో ఉంచు,confines,పరిమితం చేస్తాడు/చేస్తుంది,confining,పరిమితం చేస్తూ,confined,పరిమితం చేశాడు,confined,పరిమితం చేయబడి
confiscate,జప్తు,confiscates,స్వాధీనం చేసుకుంటాడు/చేసుకుంటుంది,confiscating,స్వాధీనం చేసుకుంటూ,confiscated,స్వాధీనం చేసుకున్నాడు,confiscated,స్వాధీనం చేసుకోబడి
confuse,ఒకదానికొకటి అని పొరబడు,confuses,గందరగోళపరుస్తాడు/గందరగోళపరుస్తుంది,confusing,గందరగోళపరుస్తూ,confused,గందరగోళానికి గురయ్యాడు,confused,గందరగోళానికి గురై
congratulate,అభినందించు,congratulates,అభినందిస్తాడు/అభినందిస్తుంది,congratulating,అభినందిస్తూ,congratulated,అభినందించాడు,congratulated,అభినందించబడి
connect,ఒకదానితో మరొకటి కలుపు,connects,అనుసంధానిస్తాడు/అనుసంధానిస్తుంది,connecting,అనుసంధానిస్తూ,connected,అనుసంధానించాడు,connected,అనుసంధానించబడి
connote,ప్రత్యేకమైన అర్థం తెలుపు,connotes,సూచిస్తాడు/సూచిస్తుంది,connoting,సూచిస్తూ,connoted,సూచించాడు,connoted,సూచించబడి
conquer,"విజయం సాధించు, ఆధీనంలోకి తెచ్చుకును",conquers,జయిస్తాడు/జయిస్తుంది,conquering,జయిస్తూ,conquered,జయించాడు,conquered,జయించబడి
consecrate,పవిత్రం చేయు,consecrates,ప్రతిష్టిస్తాడు/ప్రతిష్టిస్తుంది,consecrating,ప్రతిష్టిస్తూ,consecrated,ప్రతిష్టించాడు,consecrated,ప్రతిష్టించబడి
consent,ఇచ్ఛాపూర్వక ఆమోదం,consents,అంగీకరిస్తాడు/అంగీకరిస్తుంది,consenting,అంగీకరిస్తూ,consented,అంగీకరించాడు,consented,అంగీకరించబడి
conserve,సంరక్షించు,conserves,సంరక్షిస్తాడు/సంరక్షిస్తుంది,conserving,సంరక్షిస్తూ,conserved,సంరక్షించాడు,conserved,సంరక్షించబడి
consider,లెక్కలోకి తీసుకొను,considers,పరిగణిస్తాడు/పరిగణిస్తుంది,considering,పరిగణిస్తూ,considered,పరిగణించాడు,considered,పరిగణించబడి
consign,కేటాయించు,consigns,అప్పగిస్తాడు/అప్పగిస్తుంది,consigning,అప్పగిస్తూ,consigned,అప్పగించాడు,consigned,అప్పగించబడి
consist,కలిగియుండు,consists,కలిగి ఉంటుంది,consisting,కలిగి ఉంటూ,consisted,కలిగి ఉంది,consisted,కలిగి ఉండి
console,ఓదార్చారు,consoles,ఓదార్చుతాడు/ఓదార్చుతుంది,consoling,ఓదార్చుతూ,consoled,ఓదార్చాడు,consoled,ఓదార్చబడి
consort,"భార్య, భర్త",consorts,సహవాసం చేస్తాడు/చేస్తుంది,consorting,సహవాసం చేస్తూ,consorted,సహవాసం చేశాడు,consorted,సహవాసం చేసి
conspire,కుట్ర చేయు,conspires,కుట్ర పన్నుతాడు/పన్నుతుంది,conspiring,కుట్ర పన్నుతూ,conspired,కుట్ర పన్నాడు,conspired,కుట్ర పన్నబడి
constitute,సమానంగా ఉండు,constitutes,ఏర్పరుస్తాడు/ఏర్పరుస్తుంది,constituting,ఏర్పరుస్తూ,constituted,ఏర్పరిచాడు,constituted,ఏర్పరచబడి
